id,link,price,min_to_metro,region_of_moscow,total_area,living_area,floor,number_of_floors,construction_year,is_new,is_apartments,ceiling_height,number_of_rooms,key_rent
0,https://www.cian.ru/sale/flat/303040538/,36852900,6.0,ЦАО,48.3,23.9,5.0,8.0,2028.0,1,0,3.3,1,0.18
1,https://www.cian.ru/sale/flat/305679460/,16739900,17.0,ЮАО,38.93,10.7,3.0,20.0,2024.0,1,0,2.85,1,0.18
2,https://www.cian.ru/sale/flat/303506233/,18055560,8.0,ЮАО,39.7,13.2,8.0,28.0,2026.0,1,0,3.0,1,0.18
3,https://www.cian.ru/sale/flat/305679583/,13984508,17.0,ЮАО,24.93,12.3,6.0,20.0,2024.0,1,0,2.85,1,0.18
4,https://www.cian.ru/sale/flat/303859162/,14837840,24.0,ЗАО,38.6,21.6,6.0,27.0,2027.0,1,0,2.92,1,0.18
5,https://www.cian.ru/sale/flat/305679648/,14917381,17.0,ЮАО,27.73,12.2,13.0,20.0,2024.0,1,0,2.85,1,0.18
6,https://www.cian.ru/sale/flat/296921064/,22374675,4.0,ЗАО,45.0,16.4,2.0,16.0,2024.0,1,0,3.2,1,0.18
7,https://www.cian.ru/sale/flat/303027445/,61800000,9.0,ЦАО,59.0,39.0,3.0,20.0,2023.0,1,0,3.0,1,0.18
8,https://www.cian.ru/sale/flat/299093496/,23930847,7.0,ЮАО,37.7,13.0,18.0,41.0,2024.0,1,0,3.0,1,0.18
9,https://www.cian.ru/sale/flat/303873158/,12990000,21.0,СЗАО,33.5,11.3,5.0,30.0,2025.0,1,0,,1,0.18
10,https://www.cian.ru/sale/flat/305675771/,18348504,7.0,ЮЗАО,39.09,24.0,9.0,35.0,2027.0,1,0,3.4,1,0.18
11,https://www.cian.ru/sale/flat/299019831/,27000000,7.0,ЦАО,44.45,14.7,17.0,51.0,2024.0,1,0,3.1,1,0.18
12,https://www.cian.ru/sale/flat/300288186/,18566135,6.0,САО,38.79,13.1,3.0,49.0,2025.0,1,0,3.0,1,0.18
13,https://www.cian.ru/sale/flat/305679705/,16783638,17.0,ЮАО,42.28,11.1,1.0,20.0,2024.0,1,0,2.85,1,0.18
14,https://www.cian.ru/sale/flat/306341903/,133780000,10.0,ЦАО,65.5,14.1,2.0,12.0,2027.0,1,0,3.3,1,0.18
15,https://www.cian.ru/sale/flat/302630222/,40999999,6.0,ЗАО,64.0,45.4,25.0,45.0,2026.0,1,0,,1,0.18
16,https://www.cian.ru/sale/flat/306368174/,19096760,30.0,ЮАО,28.1,15.6,8.0,27.0,2026.0,1,0,3.15,1,0.18
17,https://www.cian.ru/sale/flat/293861271/,21000000,18.0,СЗАО,46.3,19.0,9.0,45.0,,1,0,,1,0.18
18,https://www.cian.ru/sale/flat/304753663/,13809054,13.0,ЗАО,31.61,9.4,2.0,44.0,2027.0,1,0,2.92,1,0.18
19,https://www.cian.ru/sale/flat/299515618/,17200000,20.0,СЗАО,32.8,11.7,2.0,20.0,,1,0,,1,0.18
20,https://www.cian.ru/sale/flat/306151867/,20894640,24.0,ЗАО,44.4,14.4,6.0,9.0,,1,0,,1,0.18
21,https://www.cian.ru/sale/flat/291448184/,21900000,20.0,СЗАО,39.6,16.3,6.0,20.0,2024.0,1,0,,1,0.18
22,https://www.cian.ru/sale/flat/287317369/,78259545,9.0,ЦАО,65.9,18.8,5.0,21.0,2023.0,1,0,3.0,1,0.18
23,https://www.cian.ru/sale/flat/298474072/,28500000,18.0,СЗАО,54.0,28.6,23.0,23.0,,1,0,,1,0.18
24,https://www.cian.ru/sale/flat/301459957/,52874642,16.0,ЮАО,56.1,,4.0,11.0,2025.0,1,0,3.65,1,0.18
25,https://www.cian.ru/sale/flat/305679613/,17946480,17.0,ЮАО,40.42,12.9,8.0,20.0,,1,0,,1,0.18
26,https://www.cian.ru/sale/flat/305627337/,35000000,14.0,ЮЗАО,50.3,,5.0,17.0,2024.0,1,0,3.25,1,0.18
27,https://www.cian.ru/sale/flat/303016403/,20500000,24.0,ЮАО,45.2,13.7,12.0,28.0,,1,0,,1,0.18
28,https://www.cian.ru/sale/flat/304065730/,55770000,15.0,ЦАО,49.8,11.3,7.0,18.0,2026.0,1,0,3.25,1,0.18
29,https://www.cian.ru/sale/flat/302517396/,7550000,8.0,СЗАО,24.7,,5.0,25.0,2024.0,1,0,,1,0.18
30,https://www.cian.ru/sale/flat/291868741/,30602330,24.0,ЗАО,54.02,15.1,3.0,13.0,,1,0,,1,0.18
31,https://www.cian.ru/sale/flat/305912344/,18900000,21.0,ЮАО,42.6,12.7,7.0,17.0,2025.0,1,0,,1,0.18
32,https://www.cian.ru/sale/flat/293713671/,137710000,4.0,ЦАО,72.6,14.2,2.0,14.0,,1,0,,1,0.18
33,https://www.cian.ru/sale/flat/302438510/,27600000,15.0,ЦАО,34.46,19.7,20.0,85.0,,1,0,,1,0.18
34,https://www.cian.ru/sale/flat/306223033/,16446000,6.0,ЮЗАО,30.0,15.1,7.0,34.0,2025.0,1,0,3.0,1,0.18
35,https://www.cian.ru/sale/flat/306243017/,20884900,13.0,ЦАО,45.7,26.8,2.0,27.0,,1,0,,1,0.18
36,https://www.cian.ru/sale/flat/306186195/,129089700,1.0,ЦАО,85.04,45.8,6.0,13.0,,1,0,,1,0.18
37,https://www.cian.ru/sale/flat/292547352/,20000000,,,,,,,,1,0,,1,0.18
38,https://www.cian.ru/sale/flat/292442345/,23464480,11.0,СЗАО,46.4,15.2,3.0,13.0,2025.0,1,0,6.0,1,0.18
39,https://www.cian.ru/sale/flat/297704043/,17500000,11.0,САО,36.5,,15.0,21.0,2024.0,1,0,,1,0.18
40,https://www.cian.ru/sale/flat/302838422/,24932920,2.0,ЮВАО,40.9,,7.0,13.0,2024.0,1,0,5.7,1,0.18
41,https://www.cian.ru/sale/flat/299865204/,21500000,8.0,СЗАО,46.7,15.7,32.0,44.0,2025.0,1,0,,1,0.18
42,https://www.cian.ru/sale/flat/306030808/,20261329,10.0,ЮАО,24.5,,8.0,26.0,2027.0,1,0,3.1,1,0.18
43,https://www.cian.ru/sale/flat/297593065/,6699000,17.0,САО,22.64,11.1,2.0,16.0,2024.0,1,0,,1,0.18
44,https://www.cian.ru/sale/flat/305603339/,31562553,6.0,ЗАО,46.32,23.7,4.0,27.0,2027.0,1,0,,1,0.18
45,https://www.cian.ru/sale/flat/305596145/,19900000,13.0,САО,42.8,13.1,9.0,20.0,2025.0,1,0,,1,0.18
46,https://www.cian.ru/sale/flat/299137613/,23274438,24.0,ЗАО,45.87,13.4,4.0,12.0,2024.0,1,0,,1,0.18
47,https://www.cian.ru/sale/flat/302087343/,21000000,6.0,ЮАО,45.9,13.2,15.0,29.0,2025.0,1,0,,1,0.18
48,https://www.cian.ru/sale/flat/306155843/,27930000,28.0,ЗАО,43.5,14.2,11.0,14.0,,1,0,,1,0.18
49,https://www.cian.ru/sale/flat/305925127/,25900000,13.0,СЗАО,41.5,14.7,6.0,22.0,,1,0,,1,0.18
50,https://www.cian.ru/sale/flat/306045603/,19205770,6.0,ЮАО,37.3,12.3,8.0,40.0,,1,0,,1,0.18
51,https://www.cian.ru/sale/flat/295210015/,21200000,23.0,СЗАО,41.1,12.5,14.0,23.0,,1,0,,1,0.18
52,https://www.cian.ru/sale/flat/305605324/,25533615,8.0,ЦАО,38.31,12.9,3.0,33.0,,1,0,,1,0.18
53,https://www.cian.ru/sale/flat/305679633/,21240000,17.0,ЮАО,47.2,12.5,11.0,20.0,,1,0,,1,0.18
54,https://www.cian.ru/sale/flat/305005720/,17954040,11.0,СВАО,40.62,12.2,20.0,49.0,2027.0,1,0,3.1,1,0.18
55,https://www.cian.ru/sale/flat/302083717/,21000000,6.0,ЮАО,45.8,13.2,24.0,29.0,,1,0,,1,0.18
56,https://www.cian.ru/sale/flat/301310419/,9400000,4.0,ЮВАО,20.6,,13.0,26.0,2024.0,1,0,3.0,1,0.18
57,https://www.cian.ru/sale/flat/296939948/,12300000,23.0,СЗАО,33.5,15.4,26.0,30.0,,1,0,,1,0.18
58,https://www.cian.ru/sale/flat/306155439/,57110000,12.0,ЦАО,56.0,17.3,2.0,23.0,2026.0,1,0,3.43,1,0.18
59,https://www.cian.ru/sale/flat/299385606/,20199000,18.0,СЗАО,38.4,15.7,2.0,22.0,,1,0,,1,0.18
60,https://www.cian.ru/sale/flat/305884212/,14500000,24.0,ЮАО,31.6,13.3,2.0,28.0,,1,0,,1,0.18
61,https://www.cian.ru/sale/flat/296522785/,26000000,18.0,ЗАО,50.0,30.0,15.0,20.0,,1,0,,1,0.18
62,https://www.cian.ru/sale/flat/301581650/,27157260,11.0,СЗАО,48.1,15.8,10.0,21.0,,1,0,,1,0.18
63,https://www.cian.ru/sale/flat/301781621/,23120281,6.0,ЮАО,40.2,12.7,12.0,25.0,2025.0,1,0,3.15,1,0.18
64,https://www.cian.ru/sale/flat/305011100/,24502499,9.0,ЗАО,40.5,16.5,6.0,15.0,,1,0,,1,0.18
65,https://www.cian.ru/sale/flat/306064899/,16254100,26.0,СЗАО,38.2,14.0,8.0,27.0,,1,0,,1,0.18
66,https://www.cian.ru/sale/flat/306060662/,28908187,5.0,САО,40.8,,3.0,36.0,2027.0,1,0,3.08,1,0.18
67,https://www.cian.ru/sale/flat/305437903/,17606417,7.0,ВАО,37.8,12.9,5.0,16.0,,1,0,,1,0.18
68,https://www.cian.ru/sale/flat/300266113/,7350000,14.0,ЗАО,21.6,13.6,15.0,22.0,,1,0,,1,0.18
69,https://www.cian.ru/sale/flat/303859456/,11989700,24.0,ЗАО,23.5,11.3,4.0,13.0,2027.0,1,0,2.92,1,0.18
70,https://www.cian.ru/sale/flat/295795176/,10800000,15.0,ЗАО,34.6,10.9,4.0,24.0,,1,0,,1,0.18
71,https://www.cian.ru/sale/flat/305792002/,16082074,6.0,САО,39.47,,3.0,21.0,2026.0,1,0,2.85,1,0.18
72,https://www.cian.ru/sale/flat/300211637/,10200000,22.0,ЗАО,34.6,10.9,5.0,24.0,2025.0,1,0,,1,0.18
73,https://www.cian.ru/sale/flat/299093647/,18647771,20.0,ЮАО,23.8,15.4,25.0,27.0,2024.0,1,0,3.0,1,0.18
74,https://www.cian.ru/sale/flat/298087113/,19000000,4.0,ЮЗАО,39.7,9.6,4.0,46.0,2024.0,1,0,,1,0.18
75,https://www.cian.ru/sale/flat/306037575/,15881513,4.0,САО,26.25,13.2,35.0,43.0,2025.0,1,0,3.0,1,0.18
76,https://www.cian.ru/sale/flat/299367855/,15500000,14.0,СЗАО,29.2,14.3,9.0,13.0,2024.0,1,0,,1,0.18
77,https://www.cian.ru/sale/flat/297983463/,18717758,13.0,САО,42.6,15.5,2.0,29.0,2026.0,1,0,,1,0.18
78,https://www.cian.ru/sale/flat/292999858/,15800000,6.0,ЮАО,32.8,20.0,4.0,28.0,2025.0,1,0,,1,0.18
79,https://www.cian.ru/sale/flat/306156524/,20870000,12.0,СВАО,35.93,11.0,20.0,26.0,2024.0,1,0,,1,0.18
80,https://www.cian.ru/sale/flat/302446220/,13000000,11.0,СВАО,31.5,,4.0,53.0,2024.0,1,0,,1,0.18
81,https://www.cian.ru/sale/flat/301482951/,58149819,5.0,ЗАО,48.3,,12.0,18.0,2025.0,1,0,,1,0.18
82,https://www.cian.ru/sale/flat/302263383/,12800000,15.0,ЮВАО,41.3,20.0,14.0,45.0,,1,0,,1,0.18
83,https://www.cian.ru/sale/flat/305879613/,21987442,13.0,ЮВАО,40.7,14.8,17.0,25.0,,1,0,,1,0.18
84,https://www.cian.ru/sale/flat/304435148/,13781266,8.0,СЗАО,40.1,12.9,2.0,27.0,2027.0,1,0,2.85,1,0.18
85,https://www.cian.ru/sale/flat/295815762/,12700000,8.0,СЗАО,37.9,15.4,28.0,44.0,,1,0,,1,0.18
86,https://www.cian.ru/sale/flat/304774967/,12392333,13.0,ЗАО,23.03,13.2,4.0,44.0,,1,0,,1,0.18
87,https://www.cian.ru/sale/flat/303420540/,8990000,,,,,,,,1,0,,1,0.18
88,https://www.cian.ru/sale/flat/301910802/,15594000,13.0,ЦАО,27.6,11.1,3.0,27.0,2026.0,1,0,3.25,1,0.18
89,https://www.cian.ru/sale/flat/300475317/,16300000,2.0,ЮЗАО,25.3,16.7,9.0,19.0,2025.0,1,0,,1,0.18
90,https://www.cian.ru/sale/flat/305005738/,13996070,11.0,СВАО,29.59,19.3,20.0,49.0,2027.0,1,0,3.1,1,0.18
91,https://www.cian.ru/sale/flat/280126887/,13467650,16.0,САО,23.9,11.6,8.0,25.0,,1,0,,1,0.18
92,https://www.cian.ru/sale/flat/303121890/,41550000,11.0,ЦАО,53.16,40.0,20.0,26.0,,1,0,,1,0.18
93,https://www.cian.ru/sale/flat/305145339/,12243000,23.0,СЗАО,23.1,11.7,3.0,27.0,,1,0,,1,0.18
94,https://www.cian.ru/sale/flat/300160043/,28625616,17.0,ЮАО,59.34,17.8,1.0,20.0,,1,0,,1,0.18
95,https://www.cian.ru/sale/flat/298006314/,18584632,5.0,СЗАО,36.5,14.0,26.0,30.0,,1,0,,1,0.18
96,https://www.cian.ru/sale/flat/304588101/,22000000,6.0,ЮАО,43.4,15.9,19.0,29.0,,1,0,,1,0.18
97,https://www.cian.ru/sale/flat/303135276/,11638269,4.0,СЗАО,22.6,14.8,2.0,10.0,2027.0,1,0,2.85,1,0.18
98,https://www.cian.ru/sale/flat/303404282/,26000000,24.0,ЮАО,48.1,16.4,20.0,28.0,,1,0,,1,0.18
99,https://www.cian.ru/sale/flat/304199104/,19445200,6.0,СЗАО,28.1,14.1,7.0,21.0,,1,0,,1,0.18
100,https://www.cian.ru/sale/flat/306196901/,12700000,,,,,,,,1,0,,1,0.18
101,https://www.cian.ru/sale/flat/305099762/,18540055,4.0,СВАО,40.77,13.8,5.0,47.0,,1,0,,1,0.18
102,https://www.cian.ru/sale/flat/298492995/,18500000,8.0,САО,37.0,14.0,22.0,43.0,,1,0,,1,0.18
103,https://www.cian.ru/sale/flat/305710760/,9408963,20.0,ЗАО,21.1,8.2,2.0,24.0,,1,0,,1,0.18
104,https://www.cian.ru/sale/flat/304058087/,8916904,11.0,НАО (Новомосковский),32.9,11.6,14.0,20.0,2027.0,1,0,2.73,1,0.18
105,https://www.cian.ru/sale/flat/297989230/,16768491,17.0,ЮАО,24.93,12.3,12.0,20.0,2024.0,1,0,2.85,1,0.18
106,https://www.cian.ru/sale/flat/303975350/,15080797,5.0,САО,19.9,9.2,5.0,28.0,,1,0,,1,0.18
107,https://www.cian.ru/sale/flat/304778304/,9642180,12.0,НАО (Новомосковский),27.1,11.1,3.0,24.0,2026.0,1,0,2.84,1,0.18
108,https://www.cian.ru/sale/flat/282395019/,7804608,4.0,ЮЗАО,22.4,7.6,6.0,30.0,,1,0,,1,0.18
109,https://www.cian.ru/sale/flat/306071093/,7219130,,НАО (Новомосковский),25.7,11.4,2.0,14.0,,1,0,,1,0.18
110,https://www.cian.ru/sale/flat/303337253/,19000000,25.0,ЮАО,44.8,15.9,7.0,27.0,,1,0,,1,0.18
111,https://www.cian.ru/sale/flat/303859274/,20604320,24.0,ЗАО,50.6,37.0,4.0,13.0,2027.0,1,0,2.92,1,0.18
112,https://www.cian.ru/sale/flat/305436701/,23911834,7.0,ВАО,47.46,11.4,11.0,16.0,,1,0,,1,0.18
113,https://www.cian.ru/sale/flat/303119982/,10700000,12.0,НАО (Новомосковский),36.0,13.5,7.0,12.0,,1,0,,1,0.18
114,https://www.cian.ru/sale/flat/305436692/,23043862,,,,,,,,1,0,,1,0.18
115,https://www.cian.ru/sale/flat/300942891/,19000000,5.0,ЮАО,43.3,12.7,15.0,28.0,,1,0,,1,0.18
116,https://www.cian.ru/sale/flat/302020758/,16450000,14.0,ЮВАО,39.4,13.2,17.0,25.0,,1,0,,1,0.18
117,https://www.cian.ru/sale/flat/305914382/,20197140,14.0,ВАО,47.4,,,,,1,0,,1,0.18
118,https://www.cian.ru/sale/flat/301294346/,18700000,7.0,ЮАО,36.6,16.3,12.0,27.0,,1,0,,1,0.18
119,https://www.cian.ru/sale/flat/301772219/,24059466,7.0,ЮЗАО,40.33,24.2,25.0,35.0,,1,0,,1,0.18
120,https://www.cian.ru/sale/flat/306043839/,13388957,13.0,ЗАО,32.43,16.2,4.0,12.0,,1,0,,1,0.18
121,https://www.cian.ru/sale/flat/296875245/,17040000,,,,,,,,1,0,,1,0.18
122,https://www.cian.ru/sale/flat/306041596/,11500000,7.0,ЮВАО,34.2,13.9,6.0,33.0,,1,0,,1,0.18
123,https://www.cian.ru/sale/flat/304794286/,15475940,22.0,ЗАО,31.7,,,,,1,0,,1,0.18
124,https://www.cian.ru/sale/flat/299297142/,10800000,20.0,ЮВАО,44.0,14.0,14.0,16.0,,1,0,,1,0.18
125,https://www.cian.ru/sale/flat/303461259/,7800000,4.0,НАО (Новомосковский),34.0,10.0,6.0,10.0,,1,0,,1,0.18
126,https://www.cian.ru/sale/flat/303135322/,17389860,4.0,СЗАО,40.5,12.8,19.0,19.0,2027.0,1,0,2.85,1,0.18
127,https://www.cian.ru/sale/flat/304753835/,13700448,13.0,ЗАО,25.12,12.4,12.0,30.0,2027.0,1,0,2.92,1,0.18
128,https://www.cian.ru/sale/flat/305880846/,11000000,10.0,СВАО,23.4,10.1,11.0,53.0,,1,0,,1,0.18
129,https://www.cian.ru/sale/flat/304481004/,9990000,18.0,ЮВАО,32.2,,6.0,25.0,2024.0,1,0,,1,0.18
130,https://www.cian.ru/sale/flat/306243005/,27195500,,,,,,,,1,0,,1,0.18
131,https://www.cian.ru/sale/flat/301968225/,11500000,15.0,СВАО,35.1,11.4,24.0,32.0,,1,0,,1,0.18
132,https://www.cian.ru/sale/flat/298515728/,8800000,8.0,САО,22.3,17.2,12.0,32.0,2025.0,1,0,,1,0.18
133,https://www.cian.ru/sale/flat/305863361/,18250653,15.0,СЗАО,26.93,,20.0,56.0,2027.0,1,0,3.0,1,0.18
134,https://www.cian.ru/sale/flat/306275229/,7351067,4.0,НАО (Новомосковский),22.98,,11.0,13.0,2024.0,1,0,3.0,1,0.18
135,https://www.cian.ru/sale/flat/306255545/,7395085,24.0,СЗАО,20.0,9.8,23.0,32.0,,1,0,,1,0.18
136,https://www.cian.ru/sale/flat/289991408/,7485782,15.0,НАО (Новомосковский),21.6,9.3,10.0,24.0,,1,0,,1,0.18
137,https://www.cian.ru/sale/flat/306241773/,7483965,,,,,,,,1,0,,1,0.18
138,https://www.cian.ru/sale/flat/306133745/,7450190,,НАО (Новомосковский),26.3,14.3,2.0,15.0,,1,0,,1,0.18
139,https://www.cian.ru/sale/flat/302669043/,7475623,9.0,НАО (Новомосковский),34.64,,10.0,12.0,2025.0,1,0,2.75,1,0.18
140,https://www.cian.ru/sale/flat/301534519/,7519432,9.0,НАО (Новомосковский),35.6,12.5,2.0,10.0,,1,0,,1,0.18
141,https://www.cian.ru/sale/flat/299513326/,7528169,19.0,ЮЗАО,32.5,,3.0,17.0,2025.0,1,0,2.68,1,0.18
142,https://www.cian.ru/sale/flat/305973612/,7552329,20.0,НАО (Новомосковский),36.15,,2.0,9.0,2025.0,1,0,2.7,1,0.18
143,https://www.cian.ru/sale/flat/302662613/,7540499,9.0,НАО (Новомосковский),36.5,,7.0,12.0,2025.0,1,0,2.78,1,0.18
144,https://www.cian.ru/sale/flat/306255202/,7552319,24.0,СЗАО,21.9,10.6,18.0,19.0,,1,0,,1,0.18
145,https://www.cian.ru/sale/flat/302667344/,7523506,8.0,НАО (Новомосковский),33.1,,3.0,14.0,2023.0,1,0,2.7,1,0.18
146,https://www.cian.ru/sale/flat/298480976/,7596798,16.0,ЮВАО,26.07,,3.0,25.0,2025.0,1,0,3.0,1,0.18
147,https://www.cian.ru/sale/flat/301603830/,7629720,9.0,НАО (Новомосковский),28.3,17.4,3.0,9.0,,1,0,,1,0.18
148,https://www.cian.ru/sale/flat/302662734/,7607939,9.0,НАО (Новомосковский),40.79,,4.0,9.0,2025.0,1,0,2.78,1,0.18
149,https://www.cian.ru/sale/flat/291012404/,7616631,10.0,НАО (Новомосковский),24.4,12.6,4.0,8.0,,1,0,,1,0.18
150,https://www.cian.ru/sale/flat/291009913/,7603487,9.0,НАО (Новомосковский),24.0,9.0,10.0,18.0,,1,0,,1,0.18
151,https://www.cian.ru/sale/flat/300260597/,7604897,6.0,СВАО,21.8,,12.0,24.0,2025.0,1,0,,1,0.18
152,https://www.cian.ru/sale/flat/305377525/,7644842,5.0,ВАО,20.1,7.8,21.0,30.0,,1,0,,1,0.18
153,https://www.cian.ru/sale/flat/306280280/,7632953,9.0,НАО (Новомосковский),32.67,,13.0,14.0,2024.0,1,0,2.75,1,0.18
154,https://www.cian.ru/sale/flat/299513410/,7721793,18.0,ЮЗАО,32.2,,13.0,17.0,2025.0,1,0,2.68,1,0.18
155,https://www.cian.ru/sale/flat/301676678/,7753039,,,,,,,,1,0,,1,0.18
156,https://www.cian.ru/sale/flat/306208103/,7841590,8.0,САО,19.98,8.0,10.0,32.0,,1,0,,1,0.18
157,https://www.cian.ru/sale/flat/302667449/,7782403,12.0,НАО (Новомосковский),34.63,,9.0,9.0,2025.0,1,0,2.7,1,0.18
158,https://www.cian.ru/sale/flat/296666538/,7975530,,,,,,,,1,0,,1,0.18
159,https://www.cian.ru/sale/flat/306278378/,7965401,,НАО (Новомосковский),25.5,,6.0,21.0,2025.0,1,0,2.8,1,0.18
160,https://www.cian.ru/sale/flat/302665765/,8005500,19.0,НАО (Новомосковский),22.51,,8.0,24.0,2024.0,1,0,2.72,1,0.18
161,https://www.cian.ru/sale/flat/304448054/,8142000,,,,,,,,1,0,,1,0.18
162,https://www.cian.ru/sale/flat/306208778/,8215802,24.0,ЗелАО,32.1,9.4,2.0,11.0,,1,0,,1,0.18
163,https://www.cian.ru/sale/flat/300362211/,8212078,,НАО (Новомосковский),20.0,,17.0,17.0,2025.0,1,0,2.62,1,0.18
164,https://www.cian.ru/sale/flat/293987685/,8266630,,,,,,,,1,0,,1,0.18
165,https://www.cian.ru/sale/flat/305377700/,8374644,27.0,ЮВАО,20.1,9.9,15.0,17.0,,1,0,,1,0.18
166,https://www.cian.ru/sale/flat/305971564/,8418468,13.0,САО,35.83,,15.0,16.0,2025.0,1,0,2.82,1,0.18
167,https://www.cian.ru/sale/flat/304450875/,8463038,,,,,,,,1,0,,1,0.18
168,https://www.cian.ru/sale/flat/306278429/,8505661,,НАО (Новомосковский),30.8,,3.0,16.0,2024.0,1,0,2.8,1,0.18
169,https://www.cian.ru/sale/flat/290891163/,8557236,14.0,НАО (Новомосковский),30.5,13.3,3.0,12.0,,1,0,,1,0.18
170,https://www.cian.ru/sale/flat/305980824/,8622523,,,,,,,,1,0,,1,0.18
171,https://www.cian.ru/sale/flat/293987078/,8720118,,НАО (Новомосковский),22.4,10.0,13.0,17.0,,1,0,,1,0.18
172,https://www.cian.ru/sale/flat/306258153/,8691613,25.0,ЮВАО,23.5,11.5,3.0,24.0,,1,0,,1,0.18
173,https://www.cian.ru/sale/flat/305971020/,8738156,,,,,,,,1,0,,1,0.18
174,https://www.cian.ru/sale/flat/301676852/,8896891,19.0,ЮЗАО,34.8,,4.0,17.0,2025.0,1,0,2.68,1,0.18
175,https://www.cian.ru/sale/flat/303067904/,8833000,,,,,,,,1,0,,1,0.18
176,https://www.cian.ru/sale/flat/302664062/,8864261,4.0,НАО (Новомосковский),34.57,,10.0,13.0,2024.0,1,0,3.0,1,0.18
177,https://www.cian.ru/sale/flat/296667121/,9417398,,,,,,,,1,0,,1,0.18
178,https://www.cian.ru/sale/flat/297483134/,9426048,10.0,НАО (Новомосковский),37.2,12.2,2.0,7.0,,1,0,,1,0.18
179,https://www.cian.ru/sale/flat/304058332/,9376996,12.0,НАО (Новомосковский),28.8,13.7,1.0,17.0,2027.0,1,0,,1,0.18
180,https://www.cian.ru/sale/flat/306358222/,10288950,15.0,САО,24.6,10.4,9.0,12.0,2024.0,1,0,,1,0.18
181,https://www.cian.ru/sale/flat/277902697/,10342576,13.0,НАО (Новомосковский),37.2,13.0,16.0,19.0,2024.0,1,0,,1,0.18
182,https://www.cian.ru/sale/flat/281574741/,10299306,19.0,НАО (Новомосковский),20.7,8.3,12.0,16.0,2024.0,1,0,,1,0.18
183,https://www.cian.ru/sale/flat/306255754/,10254030,12.0,СВАО,27.2,13.4,25.0,33.0,2025.0,1,0,,1,0.18
184,https://www.cian.ru/sale/flat/295899009/,10330303,,НАО (Новомосковский),36.5,13.9,2.0,13.0,2025.0,1,0,,1,0.18
185,https://www.cian.ru/sale/flat/304450980/,10285934,6.0,СВАО,33.2,,32.0,33.0,2025.0,1,0,,1,0.18
186,https://www.cian.ru/sale/flat/306031605/,10321005,10.0,НАО (Новомосковский),37.63,10.4,2.0,16.0,,1,0,,1,0.18
187,https://www.cian.ru/sale/flat/303040534/,50308800,6.0,ЦАО,75.2,67.4,3.0,8.0,2028.0,1,0,,2,0.18
188,https://www.cian.ru/sale/flat/304900609/,27000000,12.0,СВАО,66.0,44.6,7.0,10.0,2024.0,1,0,,2,0.18
189,https://www.cian.ru/sale/flat/303506169/,17376450,8.0,ЮАО,39.9,21.7,3.0,22.0,2026.0,1,0,3.0,2,0.18
190,https://www.cian.ru/sale/flat/292853214/,35000000,18.0,ЗАО,58.3,50.9,36.0,41.0,2024.0,1,0,,2,0.18
191,https://www.cian.ru/sale/flat/303859195/,20457480,24.0,ЗАО,60.4,36.4,5.0,27.0,2027.0,1,0,,2,0.18
192,https://www.cian.ru/sale/flat/305679764/,21042597,17.0,ЮАО,43.38,38.2,15.0,20.0,2024.0,1,0,,2,0.18
193,https://www.cian.ru/sale/flat/305912617/,27586678,4.0,ЗАО,65.8,47.6,3.0,26.0,2024.0,1,0,,2,0.18
194,https://www.cian.ru/sale/flat/298216770/,29000000,4.0,СЗАО,73.2,33.0,13.0,44.0,2024.0,1,0,,2,0.18
195,https://www.cian.ru/sale/flat/304294682/,30642834,20.0,ЮАО,63.78,35.2,2.0,46.0,2023.0,1,0,3.0,2,0.18
196,https://www.cian.ru/sale/flat/305910950/,72000000,9.0,ЗАО,67.4,,4.0,11.0,2024.0,1,0,,2,0.18
197,https://www.cian.ru/sale/flat/305675760/,26451966,7.0,ЮЗАО,63.64,34.9,2.0,13.0,2027.0,1,0,,2,0.18
198,https://www.cian.ru/sale/flat/305931351/,29999999,22.0,ЗАО,79.7,56.5,39.0,56.0,2024.0,1,0,,2,0.18
199,https://www.cian.ru/sale/flat/300287890/,26420417,4.0,САО,57.89,61.6,5.0,43.0,2025.0,1,0,3.0,2,0.18
200,https://www.cian.ru/sale/flat/306079971/,29870000,6.0,ЮАО,79.4,50.0,15.0,20.0,,1,0,,2,0.18
201,https://www.cian.ru/sale/flat/301259751/,25966720,20.0,ЮЗАО,41.6,35.3,23.0,42.0,2023.0,1,0,3.02,2,0.18
202,https://www.cian.ru/sale/flat/301212545/,22500000,24.0,ЮАО,62.0,24.8,9.0,17.0,,1,0,,2,0.18
203,https://www.cian.ru/sale/flat/306341798/,207590000,10.0,ЦАО,86.1,33.6,4.0,12.0,,1,0,,2,0.18
204,https://www.cian.ru/sale/flat/304869833/,38000000,16.0,СЗАО,86.3,30.4,44.0,44.0,,1,0,,2,0.18
205,https://www.cian.ru/sale/flat/301260478/,24397200,30.0,ЮАО,40.5,25.5,5.0,27.0,2026.0,1,0,3.15,2,0.18
206,https://www.cian.ru/sale/flat/305964471/,24100000,25.0,ЮАО,60.0,21.2,8.0,27.0,,1,0,,2,0.18
207,https://www.cian.ru/sale/flat/304753636/,21885539,13.0,ЗАО,55.48,23.2,2.0,12.0,,1,0,,2,0.18
208,https://www.cian.ru/sale/flat/305964433/,26100000,19.0,ЮАО,72.8,25.0,8.0,27.0,,1,0,,2,0.18
